,,,,,,,,,,toss
3.262070,4.370897,3.432039,5.336621,5.051623,4.187464,3.480860,5.254473,4.917145,4.186472,6.000000
5.581398,4.582895,3.800073,4.408619,4.661690,3.932713,5.286183,5.128342,4.904087,4.331717,6.000000
6.815574,4.237433,3.705126,5.146470,3.861168,2.940806,1.019675,5.337560,4.829817,4.644343,6.000000
4.364318,4.212728,3.802469,5.050203,2.600888,4.432410,5.595485,5.088725,4.689150,4.462420,6.000000
3.559147,4.318682,3.529207,4.467989,4.468217,4.563277,3.172384,5.055315,4.758073,4.562740,6.000000
2.641053,4.364497,3.518716,4.235770,4.126973,3.091671,4.243549,5.048555,4.675612,4.243486,6.000000
2.870598,4.243303,3.462819,3.159679,2.912965,3.446368,3.661268,5.047611,4.733729,4.297842,6.000000
3.713882,4.480787,3.531650,4.321541,5.142409,3.394235,4.712817,5.352284,4.860715,4.267408,6.000000
4.253040,4.410032,3.894388,5.846456,3.225346,3.559978,6.382862,5.299364,4.921270,4.299004,6.000000
3.594015,4.315621,3.902739,3.739050,4.753865,4.252086,4.037433,5.108117,4.994083,4.354184,6.000000
6.009993,4.173846,3.296399,6.308663,3.719625,4.040815,5.469196,5.379500,4.842605,4.263894,6.000000
4.463504,4.297108,3.207014,4.931648,3.806166,4.432751,4.624705,5.386460,4.780160,4.472076,6.000000
4.614747,4.432398,2.862197,5.111789,2.986615,5.115790,4.620379,5.301603,4.646231,4.531650,6.000000
4.779990,4.424952,3.660064,5.576408,5.391665,2.268368,5.120900,5.279308,5.041887,4.370897,6.000000
3.087269,4.372867,3.776068,3.019549,2.185242,4.333584,6.127544,5.276830,5.010987,4.277411,6.000000
4.343402,4.312663,4.034865,4.689714,5.655430,4.882369,4.518118,5.281190,4.833875,4.278203,6.000000
3.840710,4.365726,3.321479,4.541318,5.209006,5.233477,6.156215,5.048363,4.947785,4.214168,6.000000
5.326901,4.378783,3.125131,4.308854,5.994408,4.893146,3.959854,5.184679,4.919922,4.283089,6.000000
2.182320,4.264548,3.314842,5.289864,4.138830,4.640625,3.781331,5.070966,4.837688,4.488410,6.000000
4.067847,4.381821,3.517647,3.538609,4.872953,3.935579,4.910915,5.166921,5.015440,4.248349,6.000000
4.008645,4.274721,3.471253,4.163717,5.024487,5.294988,4.694296,5.178166,4.684592,4.366979,6.000000
4.884522,4.357999,3.567894,4.548037,3.158827,3.435050,4.140167,4.940930,5.147894,4.487642,6.000000
3.914759,4.363803,3.245519,4.068955,4.095126,4.018877,3.837078,5.282228,4.852914,4.514249,6.000000
5.294378,4.457111,3.463210,4.790928,5.187425,6.548040,3.009604,5.155195,4.915953,4.429515,6.000000
4.537026,4.309675,3.491091,2.647729,4.426292,4.055069,4.550607,5.290283,5.049995,4.247672,6.000000
4.628815,4.380631,2.992818,4.400764,3.422388,5.831842,4.963126,5.133958,4.992483,4.205259,6.000000
6.703959,4.327373,3.645748,5.818205,4.889143,3.331788,4.797424,5.265170,5.093021,4.539490,6.000000
4.508161,4.355950,3.904171,4.210590,4.852867,5.178707,4.986325,5.112530,5.121892,4.250484,6.000000
3.878150,4.388113,3.625173,6.797752,3.856764,5.980069,2.527116,5.209052,4.941146,4.381570,6.000000
5.182248,4.413980,3.562756,3.002523,4.837263,5.336216,5.242931,5.112416,5.373993,4.461705,6.000000
6.095880,4.262848,3.521180,3.566371,2.531197,5.564158,4.514239,5.006517,4.753129,4.258509,6.000000
4.224470,4.464425,2.841625,3.996486,3.379872,3.721446,3.106415,5.225943,4.942498,4.438714,6.000000
5.387404,4.404529,3.636221,3.720867,3.920933,1.984353,1.026865,5.070624,4.962149,4.375756,6.000000
4.477387,4.521567,3.359962,6.279833,4.674793,4.610020,3.409797,5.209164,4.970750,4.406782,6.000000
4.323637,4.369471,2.957885,2.856424,5.872375,5.455889,6.530087,5.210247,4.794792,4.406914,6.000000
3.927931,4.438810,3.924461,5.478915,4.593332,4.674071,5.508987,5.213185,4.857106,4.370571,6.000000
4.541923,4.393846,3.558306,4.280023,4.520241,5.238660,5.551593,5.234050,4.718626,4.242172,6.000000
4.574040,4.304463,2.606342,4.837915,4.282340,4.596082,4.803652,5.273210,4.895158,4.367883,6.000000
5.928653,4.298159,3.313651,3.505321,4.700063,3.918118,5.273366,5.234004,5.023666,4.532647,6.000000
4.237777,4.429162,3.697348,4.828660,4.283504,3.634889,3.480799,5.234441,4.841794,4.290027,6.000000
4.065391,4.449243,3.440843,5.724824,4.415873,5.946952,5.214147,5.247509,5.033028,4.328985,6.000000
4.274240,4.264186,3.481291,3.629169,5.827263,3.887532,3.484177,5.271911,4.835693,4.273272,6.000000
4.095090,4.373174,3.670039,2.896606,4.648845,4.072171,6.055824,5.223183,4.950249,4.355716,6.000000
3.550379,4.431076,3.730147,4.517306,4.317330,3.865166,5.354702,5.352481,4.856600,4.341636,6.000000
4.845055,4.331834,4.117118,5.198106,4.534194,3.622974,4.752398,5.128193,5.095922,4.501820,6.000000
2.493398,4.308602,3.669627,4.504674,3.909113,5.053822,4.598260,5.240180,4.891730,4.378001,6.000000
4.569340,4.398995,3.796456,5.018469,4.010170,2.655658,3.695560,5.121765,5.024375,4.125335,6.000000
6.198114,4.369294,3.565934,3.264661,4.885498,1.680617,4.609650,5.249216,4.989842,4.506028,6.000000
2.810668,4.366237,3.568861,5.629535,5.344390,3.394519,5.185720,5.363618,4.836669,4.484204,6.000000
4.137059,4.289593,3.903439,3.921148,4.278418,6.496950,4.275312,5.197558,5.012879,4.205795,6.000000
4.111253,4.302300,3.730103,4.404078,6.424186,5.375930,5.073121,5.071537,4.671995,4.422683,6.000000
5.773053,4.241518,3.507217,5.613480,4.954359,4.162567,3.016841,5.195780,4.735136,4.312485,6.000000
2.845513,4.348007,3.781544,3.730296,4.778375,5.126238,3.604906,5.328237,4.898498,4.366448,6.000000
2.631077,4.424028,3.902794,2.722273,3.788430,4.700286,4.866108,5.204612,4.932741,4.236538,6.000000
4.585992,4.331948,3.842846,5.092145,3.661424,4.432441,5.448218,5.149247,4.714887,4.380965,6.000000
3.374804,4.416467,4.333853,4.176185,5.484366,4.020774,7.609414,5.359188,4.838940,4.197032,6.000000
4.588568,4.311371,2.783326,3.751593,4.565112,4.488618,4.176136,5.023711,4.943330,4.277630,6.000000
3.603711,4.264055,3.270540,4.159293,3.972735,3.383158,3.820919,5.317511,5.053570,4.419516,6.000000
3.038840,4.385604,3.297686,3.700615,4.154135,5.154859,3.049656,5.184106,4.778495,4.271202,6.000000
2.996546,4.468459,3.934341,5.757864,1.834045,3.924303,5.167709,5.170173,5.036731,4.311830,6.000000
5.387868,4.364373,3.496684,5.781520,3.606074,4.523963,5.066428,5.032669,4.851006,4.317868,6.000000
2.355718,4.494233,3.616138,4.992758,5.615624,4.915789,4.302062,5.103463,4.719783,4.361519,6.000000
5.093052,4.259732,3.722642,3.346881,3.519397,4.331120,3.103972,5.249257,5.083491,4.201475,6.000000
3.986805,4.425210,3.386968,4.067778,3.161557,4.362912,4.262731,4.999170,4.937918,4.560058,6.000000
3.803401,4.446735,2.864338,3.075639,3.127421,1.810384,5.335917,5.356368,4.979649,4.412837,6.000000
5.857646,4.181269,3.172817,3.977055,3.348659,5.201355,4.740424,5.280034,4.938257,4.174457,6.000000
6.188599,4.337978,3.574248,2.316749,3.892199,3.913614,1.851822,5.159971,4.862361,4.327982,6.000000
4.505678,4.315098,3.455857,3.115777,4.910671,4.112520,4.874519,5.054164,4.844641,4.360783,6.000000
4.325631,4.268044,4.373855,2.270568,6.185435,5.572270,3.578570,5.158777,4.863592,4.283676,6.000000
4.034610,4.349105,4.047280,3.779727,2.910027,3.174026,1.429633,5.237638,4.886479,4.244095,6.000000
3.748832,4.205086,3.183780,2.773107,4.351304,5.411522,4.054605,5.031767,4.953237,4.349869,6.000000
4.617451,4.319688,3.721567,2.429833,5.398608,5.597775,4.209037,5.228312,4.970835,4.234133,6.000000
2.794463,4.400169,3.354560,4.248858,3.178259,5.588523,5.187607,5.159262,5.065197,4.131646,6.000000
3.858154,4.226856,3.636633,3.263807,6.052416,5.778767,4.052127,5.354925,4.758046,4.267420,6.000000
5.247263,4.279141,3.775866,3.482701,4.256627,5.599726,5.099256,5.248562,4.766421,4.449671,6.000000
4.432808,4.427561,3.387396,5.358475,5.825770,3.580772,3.930046,5.139405,4.892421,4.302851,6.000000
4.414402,4.455020,3.732747,5.607361,2.807064,4.771089,5.034022,5.283615,4.877679,4.233898,6.000000
5.509105,4.293114,3.999989,3.916495,4.572455,2.810150,3.062272,5.303049,4.885997,4.394267,6.000000
2.952178,4.326430,4.018807,4.486877,4.998939,4.239693,3.539023,5.359269,4.929827,4.284440,6.000000
3.548772,4.493007,3.588364,3.882251,4.668446,5.666397,4.320931,5.059540,4.997607,4.265437,6.000000
5.625878,4.413714,2.802045,5.711882,2.671614,3.834844,5.008363,5.389657,4.981406,4.287649,6.000000
4.663577,4.275956,3.823015,3.478139,4.503589,5.857412,4.656030,5.091216,4.954480,4.238587,6.000000
3.593474,4.468574,3.414063,4.527384,6.364175,4.208404,4.132322,5.079187,5.063755,4.466607,6.000000
6.605964,4.322711,3.435181,5.596912,3.909689,6.173469,3.898596,5.213202,4.696809,4.297171,6.000000
5.031759,4.405203,3.299116,5.563978,4.733091,3.562019,3.795068,5.115531,4.836725,4.443671,6.000000
4.882924,4.405391,3.175704,3.042303,2.920270,4.029233,2.615405,5.169164,5.053402,4.339354,6.000000
4.683727,4.278952,3.665938,5.587462,6.851968,4.323615,4.595382,5.258823,4.803170,4.376851,6.000000
5.696484,4.365085,3.292100,4.603301,3.011709,4.624384,4.525401,5.233834,4.829355,4.426209,6.000000
6.146714,4.288027,4.147721,4.497041,1.876897,4.051703,4.054469,5.254323,4.915394,4.313317,6.000000
3.386419,4.329373,3.556889,2.891823,5.775979,3.827817,4.336820,5.226554,4.718666,4.378068,6.000000
5.039066,4.335429,3.300323,4.146697,4.813068,5.430152,5.997434,5.057685,5.252332,4.099945,6.000000
3.515005,4.393579,3.249257,4.962192,4.370517,4.152750,3.607294,5.140865,4.886835,4.338008,6.000000
5.126512,4.389628,5.260542,4.533024,3.285885,5.093092,4.568836,3.958358,4.007502,3.762203,7.000000
4.518486,4.304800,4.907471,6.065314,4.603999,3.727758,4.342797,4.140160,4.124459,3.723519,7.000000
2.907333,4.226255,5.647886,3.554700,4.950484,4.402521,4.333393,4.154080,4.026583,3.794586,7.000000
6.501458,4.348893,5.221726,5.668744,5.670651,4.627700,4.190954,3.948621,4.177283,3.754399,7.000000
4.361219,4.241280,5.109226,3.319351,4.382840,5.656726,5.382024,4.107954,4.219817,3.977203,7.000000
4.846376,4.297518,5.144190,4.169656,4.326904,4.931688,5.635106,4.172984,4.202147,3.824165,7.000000
3.460820,4.261279,5.438907,3.258324,5.074529,5.761006,2.878406,4.195075,4.128758,3.640894,7.000000
3.764287,4.277547,5.298727,3.392239,6.733359,2.301983,3.959029,4.248315,4.281143,3.755799,7.000000
3.782381,4.237746,5.525255,4.386558,2.053058,3.694404,3.804738,4.044572,4.058547,3.887215,7.000000
5.205068,4.269509,5.084255,5.285903,4.107299,4.797041,3.942822,4.005539,4.002877,3.842630,7.000000
4.018791,4.254222,4.913810,6.491733,5.440396,3.734251,3.528220,4.036361,4.110470,3.882467,7.000000
5.098957,4.190909,5.503881,4.013636,5.037778,3.517269,4.602421,4.095581,4.022521,3.812700,7.000000
3.926105,4.279235,5.301919,5.458602,5.067334,3.796353,3.402395,4.071519,4.282306,3.865617,7.000000
5.186100,4.396903,5.321806,5.428898,4.821453,3.049485,4.478526,4.081205,4.240014,3.674830,7.000000
4.807388,4.341347,5.107570,4.056222,4.598119,3.858064,4.839038,4.096390,4.244134,3.959319,7.000000
6.081607,4.220866,5.411597,4.580630,4.116276,5.780314,3.704430,3.958852,4.242250,3.709793,7.000000
5.140880,4.420035,5.976291,3.163942,4.664621,4.583295,4.120199,3.966316,4.040032,3.809489,7.000000
3.789945,4.362509,5.321157,4.605730,5.236788,4.534260,5.674005,4.155652,4.134505,3.908621,7.000000
3.127459,4.345836,5.291945,5.346392,5.552529,3.978805,5.154788,3.971657,3.725244,3.751371,7.000000
4.905862,4.468467,5.330119,3.981125,5.896061,3.273450,4.488949,4.019996,3.994718,3.923937,7.000000
5.873824,4.270869,5.136253,4.495429,5.052971,5.964596,6.250042,4.127173,3.904752,3.881876,7.000000
4.573775,4.319073,4.991686,5.989638,4.214846,5.731408,4.810947,4.117472,4.214234,3.754682,7.000000
4.540753,4.317380,5.301655,4.743541,6.685368,2.497743,4.534872,3.758282,4.120558,3.595445,7.000000
3.309048,4.294505,5.111674,4.433991,2.704341,4.641457,4.015453,3.959390,3.961814,3.883123,7.000000
4.782808,4.350228,5.298506,3.793803,5.031306,5.666675,4.862616,4.213168,4.151629,3.834724,7.000000
2.798508,4.215658,5.018905,4.698321,2.618471,4.355700,3.378491,4.059768,4.206445,3.869124,7.000000
4.281275,4.363962,4.892758,3.920093,4.871000,4.376006,3.871625,3.932856,4.131918,3.874659,7.000000
4.119885,4.294505,5.257094,5.395440,3.670623,4.376431,3.392036,4.157863,4.235533,3.781564,7.000000
3.181922,4.338789,5.542573,5.367727,2.655175,4.863636,6.721599,3.975225,4.070203,3.686644,7.000000
5.210672,4.333670,5.466869,4.992699,4.765717,3.403671,4.708982,3.933069,4.171766,3.660059,7.000000
2.749838,4.325248,5.497868,4.225345,4.069509,5.435037,4.706969,4.097115,4.108511,3.838225,7.000000
3.552258,4.359045,5.594147,4.877030,6.206655,3.834353,3.186607,4.022384,3.834195,3.649976,7.000000
4.099948,4.283657,5.328415,6.388922,5.445467,4.867646,4.708838,4.055989,4.310859,3.859226,7.000000
3.440035,4.358759,5.871289,4.657028,2.094726,4.874080,6.151922,3.939203,3.944672,3.633649,7.000000
6.462900,4.384092,5.136970,3.502751,5.542985,3.109445,3.606647,3.939616,3.961105,3.761339,7.000000
2.981861,4.348073,4.968754,3.477115,4.354986,5.415986,2.918115,3.815200,4.023875,3.830333,7.000000
2.586292,4.339678,4.713335,4.460363,3.570840,4.446924,4.877170,4.173685,3.910096,3.813243,7.000000
3.609816,4.267656,4.950009,3.987418,3.292909,4.807032,4.824691,4.001930,4.127778,3.814118,7.000000
3.057612,4.398466,5.640732,4.518323,2.727070,4.377736,3.952355,3.921186,4.187956,3.750076,7.000000
5.890542,4.332421,5.016014,3.672395,3.743741,4.404947,4.927759,3.974563,4.182909,3.630906,7.000000
5.024533,4.332873,5.188504,3.569234,2.963448,4.989124,5.590196,4.130585,4.070123,3.840338,7.000000
3.296523,4.266460,5.454440,5.057818,5.001003,2.805786,2.337924,4.146282,3.974099,3.977944,7.000000
5.691707,4.216287,5.512046,4.593556,6.009045,3.957214,4.023612,4.039587,4.020139,3.754999,7.000000
3.672725,4.250690,5.087977,5.959561,3.051516,3.519783,4.066041,3.914502,3.839821,3.674401,7.000000
6.095261,4.276792,5.155865,4.062129,4.035865,4.273694,6.059910,4.082497,4.159021,3.981117,7.000000
3.467572,4.362953,4.647783,3.521620,5.237711,2.752940,3.653093,3.923546,4.018019,3.768665,7.000000
3.863201,4.276195,4.692142,3.015409,3.581608,4.399047,5.903375,3.985612,4.016595,3.798009,7.000000
4.619374,4.330530,5.051198,4.647374,5.975822,5.075014,4.464899,4.077701,4.182946,3.849303,7.000000
1.948847,4.292608,5.360017,2.643054,3.448003,4.447754,4.258687,4.092965,4.119931,3.721086,7.000000
4.710727,4.301096,5.109710,3.038682,4.884026,4.929476,5.044942,3.821109,4.373189,4.134130,7.000000
3.056425,4.300450,5.418206,4.347744,4.216946,5.514251,5.700389,3.978647,4.156874,3.714938,7.000000
5.487201,4.366231,5.675311,5.165336,4.488298,3.551665,5.392737,4.099659,3.977501,3.778754,7.000000
7.298754,4.399264,5.511303,5.398176,4.647975,3.814863,5.461398,4.144665,4.112334,3.997921,7.000000
2.890066,4.264452,5.496224,5.368121,5.138096,3.193650,4.140643,3.946087,4.269926,3.901393,7.000000
5.052636,4.291847,5.246115,5.037760,5.176802,3.873681,3.719209,4.118266,4.223558,3.897614,7.000000
5.176134,4.077929,5.229237,3.602080,2.854857,5.229611,3.429385,3.928724,4.076363,3.779467,7.000000
6.037873,4.145755,5.697008,4.577837,3.694842,4.839242,2.907804,4.152934,4.049546,3.782975,7.000000
4.329486,4.245511,5.278586,2.855550,5.648231,3.162927,4.679468,3.982987,4.141913,3.948603,7.000000
3.549097,4.442556,5.298186,5.513873,4.794601,4.494303,4.858835,4.118975,4.096097,3.580728,7.000000
2.642664,4.355397,4.967685,2.924325,4.466656,4.431858,4.947266,4.076754,3.945990,3.729784,7.000000
3.641576,4.371781,5.085281,4.285103,3.214910,4.910866,4.147381,3.997532,4.050175,3.619541,7.000000
5.082962,4.240705,5.122453,3.547645,4.131865,3.332705,4.094420,3.914142,4.052160,4.073625,7.000000
4.679695,4.224347,5.251160,3.651664,6.101713,4.152706,3.033120,4.102301,4.115085,3.943193,7.000000
4.218881,4.227758,5.375420,4.480127,4.984140,4.709035,3.505240,4.136101,4.047758,3.639016,7.000000
4.911154,4.208817,5.101123,5.565528,4.267092,4.419188,4.047257,4.004797,3.979881,3.751308,7.000000
4.353554,4.401461,4.635666,7.172392,4.908683,4.171253,3.211172,3.850334,3.973808,3.742622,7.000000
4.417536,4.361390,5.309956,5.289134,4.115197,6.554841,5.214363,4.002931,4.247390,3.841927,7.000000
5.117142,4.220624,5.891477,3.463580,4.932056,2.816433,4.689155,3.874137,4.073452,3.763518,7.000000
1.807031,4.269713,4.962706,4.105467,4.272948,2.355140,2.683890,4.065366,4.205849,3.775319,7.000000
3.129848,4.250865,4.863947,4.604293,5.836202,6.185958,3.193288,4.053734,3.958842,3.885261,7.000000
4.263336,4.244796,5.893720,4.547845,2.585343,5.987865,3.868997,4.016134,3.964010,3.838684,7.000000
5.054107,4.473261,4.987216,4.545667,4.746499,3.059243,4.894164,4.095117,3.919582,3.835240,7.000000
5.856150,4.302109,5.150577,5.639178,5.683134,3.413124,4.476464,4.166439,4.056748,3.826985,7.000000
4.182758,4.243775,5.063186,5.376764,5.208908,7.019412,2.828972,3.988516,4.222792,3.995047,7.000000
3.596821,4.388942,5.230607,5.526551,5.013954,4.763283,5.566955,4.122649,4.031912,3.833289,7.000000
4.504031,4.197526,5.147636,5.117059,4.167542,3.954153,3.705600,3.978213,3.929339,3.550703,7.000000
4.345208,4.375374,5.243230,4.850444,2.647395,3.966793,4.452676,4.045228,3.881811,3.907844,7.000000
5.065524,4.243256,5.477266,4.966282,2.413385,3.903379,3.793764,4.010269,4.089970,3.669680,7.000000
5.268883,4.353561,4.892965,5.246798,4.630333,5.353936,3.789746,4.131288,4.232362,3.650927,7.000000
2.558219,4.253469,5.468739,3.058204,3.402592,4.705927,6.429771,4.032097,4.269759,3.686480,7.000000
3.506747,4.317619,5.272370,4.104680,4.479769,4.940841,2.924830,4.042983,3.763363,3.820874,7.000000
3.552552,4.239593,4.838303,4.032928,4.071498,4.266050,3.936670,4.044960,4.071800,3.857630,7.000000
3.108173,4.281860,5.862020,5.887500,4.492865,4.259381,5.609046,3.989430,4.024118,4.012102,7.000000
4.544361,4.315560,5.194025,3.666674,3.313702,3.003221,3.545556,3.921195,4.247710,3.783458,7.000000
4.167232,4.244577,5.383314,3.807559,6.335741,3.777389,4.444984,4.097943,4.419926,3.697665,7.000000
3.468893,4.188760,5.757972,4.994247,4.249318,3.282552,3.523674,4.062189,4.119223,3.818168,7.000000
4.613758,4.355093,5.019884,4.969838,2.805831,5.459120,4.685905,3.940080,4.093325,3.622154,7.000000
4.805762,4.421194,4.983958,4.881538,2.007928,3.160120,6.030836,3.929940,4.160411,3.721135,7.000000
3.390654,4.342863,5.648215,5.437154,5.087906,3.036992,4.450501,4.008579,4.183127,3.851841,7.000000
2.825657,4.230484,5.176368,4.617846,4.063403,3.925016,4.698371,4.036816,4.006262,3.702341,7.000000
3.338897,4.250423,4.751547,2.720819,5.548225,3.316772,3.675653,4.051722,4.112716,3.697454,7.000000
5.978598,4.418941,5.565721,4.794522,3.296848,2.611447,3.967188,4.225479,3.954060,3.876353,7.000000
4.827195,4.215421,5.189700,3.242997,3.633619,4.108043,3.436536,3.988404,3.920533,3.744085,7.000000
3.802684,4.229919,4.775813,5.140519,5.094283,4.151432,5.469052,3.999283,4.158429,3.693846,7.000000
4.004492,4.325095,5.327545,4.345076,4.259507,3.333879,3.267764,4.098399,4.092548,3.750485,7.000000
4.193127,4.276199,5.674441,6.922689,4.640284,2.932859,6.595271,4.064515,4.124155,3.666185,7.000000
3.159392,4.153140,5.322895,7.282393,3.551722,4.628843,2.758105,4.106244,3.838883,3.955414,7.000000
4.872221,4.274171,5.284958,3.610809,4.248486,5.432276,4.949295,4.063260,4.126286,3.619093,7.000000
5.504236,4.245143,5.668278,3.596991,3.325283,2.914972,6.212693,3.970095,4.319523,3.823982,7.000000
5.526671,4.360365,5.362073,5.152879,4.439501,4.111352,3.319800,4.123600,4.136234,3.757801,7.000000
